# modelo geológico informado por MWD.
# Bloque 2.5 m · IDW potencia 2 · anisotropía [1.0, 1.0, 3.0] · radio 7.5 m planta / 2.5 m cota.
# El yacimiento es estratiforme: la litología continúa lateralmente y cambia con la cota. Por eso la búsqueda es más larga en horizontal que en vertical. La cota entra acá como GEOMETRÍA de interpolación, nunca como variable predictora del modelo.
# Confianza = f_calidad × f_proximidad × f_soporte, los tres en [0, 1]. f_calidad es el inverso del pi_factor del atributo: incorpora la CALIDAD de la etiqueta, de modo que un dominio anclado en un ensayo del sitio y otro anclado en literatura no pueden salir con la misma confianza. f_proximidad decae con la distancia al dato más cercano. f_soporte crece con el número de muestras dentro del elipsoide.
# 35751 bloque(s) quedaron VACÍOS por no reunir 3 muestra(s) dentro del elipsoide de búsqueda (7.5 m en planta, 2.5 m en cota). No se interpolan desde más lejos: un bloque sin soporte es información, no un hueco a rellenar. El encajonado se calcula POR CASERÓN: un encajonado único sobre caserones separados por kilómetros contaría el aire entre ellos y volvería la cobertura una cifra sin significado.
# UCS acotado a los límites físicos [0.0, 450.0] MPa.
# bandas: Clasificación ISRM de resistencia de la roca intacta (Brown, 1981). Criterio trazable, no percentiles de la muestra.
# generado: 2026-08-26 10:39
x,y,z,tamano_m,caseron,ucs,di,confianza,banda,lito,calidad_etiqueta,n_muestras,dist_min_m,f_calidad,f_proximidad,f_soporte
377033.517,6958904.09,277.108,2.5,PCC_0042,137.34,0.8238,0.4815,R5_muy_alta,,,18338,0.277,0.5,0.963,1.0
377033.517,6958904.09,279.608,2.5,PCC_0042,136.22,0.5726,0.4824,R5_muy_alta,,,19717,0.265,0.5,0.9647,1.0
377033.517,6958904.09,282.108,2.5,PCC_0042,136.01,0.5877,0.4827,R5_muy_alta,,,19294,0.26,0.5,0.9653,1.0
377033.517,6958904.09,284.608,2.5,PCC_0042,134.42,0.5462,0.468,R5_muy_alta,,,18762,0.48,0.5,0.936,1.0
377033.517,6958904.09,287.108,2.5,PCC_0042,134.54,0.5515,0.4753,R5_muy_alta,,,17959,0.371,0.5,0.9505,1.0
377033.517,6958904.09,289.608,2.5,PCC_0042,135.13,0.5393,0.4682,R5_muy_alta,,,16440,0.476,0.5,0.9365,1.0
377033.517,6958904.09,292.108,2.5,PCC_0042,135.17,0.5758,0.4647,R5_muy_alta,,,14760,0.53,0.5,0.9293,1.0
377033.517,6958904.09,294.608,2.5,PCC_0042,135.03,0.5829,0.4622,R5_muy_alta,,,13781,0.566,0.5,0.9245,1.0
377033.517,6958904.09,297.108,2.5,PCC_0042,136.1,0.5639,0.4432,R5_muy_alta,,,12900,0.851,0.5,0.8865,1.0
377033.517,6958904.09,299.608,2.5,PCC_0042,136.6,0.6897,0.4283,R5_muy_alta,,,11916,1.075,0.5,0.8567,1.0
377033.517,6958904.09,302.108,2.5,PCC_0042,137.72,0.7979,0.4298,R5_muy_alta,,,11235,1.053,0.5,0.8595,1.0
377033.517,6958904.09,304.608,2.5,PCC_0042,139.98,0.8781,0.4307,R5_muy_alta,,,10706,1.039,0.5,0.8614,1.0
377033.517,6958904.09,307.108,2.5,PCC_0042,140.87,0.7839,0.4311,R5_muy_alta,,,9363,1.033,0.5,0.8622,1.0
377033.517,6958904.09,309.608,2.5,PCC_0042,142.41,0.8632,0.4298,R5_muy_alta,,,4139,1.053,0.5,0.8596,1.0
377033.517,6958904.09,312.108,2.5,PCC_0042,140.05,1.6492,0.3246,R5_muy_alta,,,39,2.631,0.5,0.6492,1.0
377033.517,6958906.59,272.108,2.5,PCC_0042,142.64,3.9056,0.313,R5_muy_alta,,,117,2.805,0.5,0.626,1.0
377033.517,6958906.59,274.608,2.5,PCC_0042,136.98,1.7675,0.4616,R5_muy_alta,,,7808,0.575,0.5,0.9233,1.0
377033.517,6958906.59,277.108,2.5,PCC_0042,135.76,1.0249,0.4778,R5_muy_alta,,,17675,0.332,0.5,0.9557,1.0
377033.517,6958906.59,279.608,2.5,PCC_0042,134.99,0.6066,0.4907,R5_muy_alta,,,19856,0.14,0.5,0.9814,1.0
377033.517,6958906.59,282.108,2.5,PCC_0042,137.2,0.645,0.4771,R5_muy_alta,,,19459,0.344,0.5,0.9541,1.0
377033.517,6958906.59,284.608,2.5,PCC_0042,134.25,0.6032,0.4915,R5_muy_alta,,,18727,0.128,0.5,0.983,1.0
377033.517,6958906.59,287.108,2.5,PCC_0042,135.45,0.5912,0.4698,R5_muy_alta,,,17756,0.453,0.5,0.9396,1.0
377033.517,6958906.59,289.608,2.5,PCC_0042,135.43,0.545,0.4502,R5_muy_alta,,,15739,0.747,0.5,0.9004,1.0
377033.517,6958906.59,292.108,2.5,PCC_0042,135.32,0.5447,0.4582,R5_muy_alta,,,13850,0.627,0.5,0.9163,1.0
377033.517,6958906.59,294.608,2.5,PCC_0042,135.27,0.5769,0.463,R5_muy_alta,,,12926,0.554,0.5,0.9261,1.0
377033.517,6958906.59,297.108,2.5,PCC_0042,136.14,0.5842,0.4636,R5_muy_alta,,,12155,0.546,0.5,0.9271,1.0
377033.517,6958906.59,299.608,2.5,PCC_0042,136.48,0.7199,0.4596,R5_muy_alta,,,11331,0.606,0.5,0.9192,1.0
377033.517,6958906.59,302.108,2.5,PCC_0042,137.74,0.7424,0.4522,R5_muy_alta,,,9935,0.717,0.5,0.9044,1.0
377033.517,6958906.59,304.608,2.5,PCC_0042,139.71,0.8601,0.4427,R5_muy_alta,,,9081,0.859,0.5,0.8854,1.0
377033.517,6958906.59,307.108,2.5,PCC_0042,140.96,0.8327,0.432,R5_muy_alta,,,7923,1.02,0.5,0.864,1.0
377033.517,6958906.59,309.608,2.5,PCC_0042,142.03,0.8877,0.4206,R5_muy_alta,,,3429,1.192,0.5,0.8411,1.0
377033.517,6958906.59,312.108,2.5,PCC_0042,141.96,1.579,0.3272,R5_muy_alta,,,27,2.591,0.5,0.6545,1.0
377033.517,6958909.09,272.108,2.5,PCC_0042,141.17,3.6038,0.2799,R5_muy_alta,,,60,3.302,0.5,0.5598,1.0
377033.517,6958909.09,274.608,2.5,PCC_0042,137.49,1.5377,0.3798,R5_muy_alta,,,6459,1.803,0.5,0.7596,1.0
377033.517,6958909.09,277.108,2.5,PCC_0042,137.43,0.9891,0.4077,R5_muy_alta,,,15465,1.384,0.5,0.8155,1.0
377033.517,6958909.09,279.608,2.5,PCC_0042,137.16,0.7217,0.4812,R5_muy_alta,,,18187,0.282,0.5,0.9625,1.0
377033.517,6958909.09,282.108,2.5,PCC_0042,138.53,0.5954,0.4672,R5_muy_alta,,,17978,0.492,0.5,0.9344,1.0
377033.517,6958909.09,284.608,2.5,PCC_0042,137.42,0.5829,0.4424,R5_muy_alta,,,17448,0.863,0.5,0.8849,1.0
377033.517,6958909.09,287.108,2.5,PCC_0042,137.09,0.6595,0.4708,R5_muy_alta,,,16324,0.437,0.5,0.9417,1.0
377033.517,6958909.09,289.608,2.5,PCC_0042,136.88,0.5514,0.4368,R5_muy_alta,,,14633,0.948,0.5,0.8735,1.0
377033.517,6958909.09,292.108,2.5,PCC_0042,137.87,0.6696,0.4792,R5_muy_alta,,,13231,0.312,0.5,0.9584,1.0
377033.517,6958909.09,294.608,2.5,PCC_0042,136.8,0.5568,0.4625,R5_muy_alta,,,12326,0.563,0.5,0.925,1.0
377033.517,6958909.09,297.108,2.5,PCC_0042,138.2,0.5941,0.4546,R5_muy_alta,,,11511,0.68,0.5,0.9093,1.0
377033.517,6958909.09,299.608,2.5,PCC_0042,134.96,0.5284,0.4911,R5_muy_alta,,,10568,0.134,0.5,0.9822,1.0
377033.517,6958909.09,302.108,2.5,PCC_0042,140.59,0.6631,0.4708,R5_muy_alta,,,9389,0.438,0.5,0.9416,1.0
377033.517,6958909.09,304.608,2.5,PCC_0042,140.35,0.9056,0.4338,R5_muy_alta,,,8619,0.992,0.5,0.8677,1.0
377033.517,6958909.09,307.108,2.5,PCC_0042,141.28,0.9082,0.3968,R5_muy_alta,,,7402,1.548,0.5,0.7936,1.0
377033.517,6958909.09,309.608,2.5,PCC_0042,143.08,0.8832,0.4026,R5_muy_alta,,,3152,1.462,0.5,0.8051,1.0
377033.517,6958909.09,312.108,2.5,PCC_0042,142.23,1.4601,0.2093,R5_muy_alta,,,32,4.36,0.5,0.4187,1.0
377033.517,6958911.59,272.108,2.5,PCC_0042,153.72,3.2929,0.1573,R5_muy_alta,,,15,5.141,0.5,0.3145,1.0
377033.517,6958911.59,274.608,2.5,PCC_0042,137.9,1.4663,0.3197,R5_muy_alta,,,4686,2.704,0.5,0.6394,1.0
377033.517,6958911.59,277.108,2.5,PCC_0042,138.4,1.073,0.3688,R5_muy_alta,,,11739,1.968,0.5,0.7376,1.0
377033.517,6958911.59,279.608,2.5,PCC_0042,138.33,0.6868,0.4046,R5_muy_alta,,,14114,1.431,0.5,0.8093,1.0
377033.517,6958911.59,282.108,2.5,PCC_0042,139.06,0.6084,0.3961,R5_muy_alta,,,14105,1.558,0.5,0.7923,1.0
377033.517,6958911.59,284.608,2.5,PCC_0042,138.92,0.6044,0.3918,R5_muy_alta,,,14091,1.623,0.5,0.7836,1.0
377033.517,6958911.59,287.108,2.5,PCC_0042,138.84,0.5809,0.3894,R5_muy_alta,,,13242,1.659,0.5,0.7788,1.0
377033.517,6958911.59,289.608,2.5,PCC_0042,138.93,0.5632,0.3819,R5_muy_alta,,,11893,1.771,0.5,0.7639,1.0
377033.517,6958911.59,292.108,2.5,PCC_0042,138.7,0.5632,0.4511,R5_muy_alta,,,10780,0.734,0.5,0.9021,1.0
377033.517,6958911.59,294.608,2.5,PCC_0042,137.79,0.5543,0.3725,R5_muy_alta,,,9488,1.912,0.5,0.745,1.0
377033.517,6958911.59,297.108,2.5,PCC_0042,138.4,0.6593,0.3814,R5_muy_alta,,,8692,1.779,0.5,0.7628,1.0
377033.517,6958911.59,299.608,2.5,PCC_0042,138.92,0.7387,0.4449,R5_muy_alta,,,8006,0.826,0.5,0.8898,1.0
377033.517,6958911.59,302.108,2.5,PCC_0042,139.55,0.7527,0.3536,R5_muy_alta,,,7085,2.196,0.5,0.7072,1.0
377033.517,6958911.59,304.608,2.5,PCC_0042,141.95,0.9054,0.3468,R5_muy_alta,,,6698,2.298,0.5,0.6937,1.0
377033.517,6958911.59,307.108,2.5,PCC_0042,142.97,1.0381,0.3848,R5_muy_alta,,,5642,1.728,0.5,0.7696,1.0
377033.517,6958911.59,309.608,2.5,PCC_0042,143.11,0.9147,0.3364,R5_muy_alta,,,2356,2.454,0.5,0.6728,1.0
377033.517,6958911.59,312.108,2.5,PCC_0042,142.48,1.4196,0.0969,R5_muy_alta,,,32,6.046,0.5,0.1939,1.0
377033.517,6958914.09,272.108,2.5,PCC_0042,153.75,3.2624,0.008,R5_muy_alta,,,15,7.38,0.5,0.016,1.0
377033.517,6958914.09,274.608,2.5,PCC_0042,138.69,1.5018,0.2563,R5_muy_alta,,,2740,3.656,0.5,0.5126,1.0
377033.517,6958914.09,277.108,2.5,PCC_0042,139.13,1.1627,0.2737,R5_muy_alta,,,7694,3.395,0.5,0.5473,1.0
377033.517,6958914.09,279.608,2.5,PCC_0042,138.87,0.7305,0.2709,R5_muy_alta,,,10111,3.437,0.5,0.5417,1.0
377033.517,6958914.09,282.108,2.5,PCC_0042,139.62,0.5951,0.2641,R5_muy_alta,,,9954,3.538,0.5,0.5282,1.0
377033.517,6958914.09,284.608,2.5,PCC_0042,140.49,0.6084,0.2621,R5_muy_alta,,,9183,3.569,0.5,0.5241,1.0
377033.517,6958914.09,287.108,2.5,PCC_0042,140.86,0.5815,0.325,R5_muy_alta,,,8451,2.626,0.5,0.6499,1.0
377033.517,6958914.09,289.608,2.5,PCC_0042,140.96,0.5645,0.3652,R5_muy_alta,,,7752,2.022,0.5,0.7304,1.0
377033.517,6958914.09,292.108,2.5,PCC_0042,140.17,0.5995,0.3614,R5_muy_alta,,,7054,2.079,0.5,0.7229,1.0
377033.517,6958914.09,294.608,2.5,PCC_0042,139.54,0.5966,0.3453,R5_muy_alta,,,6382,2.321,0.5,0.6905,1.0
377033.517,6958914.09,297.108,2.5,PCC_0042,139.52,0.7453,0.3668,R5_muy_alta,,,5799,1.998,0.5,0.7336,1.0
377033.517,6958914.09,299.608,2.5,PCC_0042,139.68,0.8027,0.3598,R5_muy_alta,,,5448,2.103,0.5,0.7196,1.0
377033.517,6958914.09,302.108,2.5,PCC_0042,141.08,0.8368,0.2996,R5_muy_alta,,,4961,3.006,0.5,0.5992,1.0
377033.517,6958914.09,304.608,2.5,PCC_0042,144.01,0.9615,0.3111,R5_muy_alta,,,4170,2.834,0.5,0.6222,1.0
377033.517,6958914.09,307.108,2.5,PCC_0042,144.1,1.1255,0.3102,R5_muy_alta,,,3016,2.848,0.5,0.6203,1.0
377033.517,6958914.09,309.608,2.5,PCC_0042,142.17,0.9734,0.3003,R5_muy_alta,,,1160,2.995,0.5,0.6007,1.0
377033.517,6958916.59,274.608,2.5,PCC_0042,140.24,1.8621,0.1349,R5_muy_alta,,,702,5.477,0.5,0.2698,1.0
377033.517,6958916.59,277.108,2.5,PCC_0042,140.32,1.2779,0.1404,R5_muy_alta,,,3335,5.394,0.5,0.2809,1.0
377033.517,6958916.59,279.608,2.5,PCC_0042,139.97,0.78,0.1344,R5_muy_alta,,,5244,5.484,0.5,0.2688,1.0
377033.517,6958916.59,282.108,2.5,PCC_0042,140.93,0.5992,0.1841,R5_muy_alta,,,5272,4.738,0.5,0.3682,1.0
377033.517,6958916.59,284.608,2.5,PCC_0042,142.53,0.614,0.2243,R5_muy_alta,,,5486,4.136,0.5,0.4486,1.0
377033.517,6958916.59,287.108,2.5,PCC_0042,142.87,0.5856,0.2436,R5_muy_alta,,,5392,3.846,0.5,0.4872,1.0
377033.517,6958916.59,289.608,2.5,PCC_0042,142.7,0.5671,0.2373,R5_muy_alta,,,5219,3.94,0.5,0.4747,1.0
377033.517,6958916.59,292.108,2.5,PCC_0042,142.83,0.6319,0.2722,R5_muy_alta,,,5047,3.417,0.5,0.5444,1.0
377033.517,6958916.59,294.608,2.5,PCC_0042,141.81,0.6292,0.2745,R5_muy_alta,,,4382,3.383,0.5,0.549,1.0
377033.517,6958916.59,297.108,2.5,PCC_0042,141.16,0.7658,0.2446,R5_muy_alta,,,4238,3.831,0.5,0.4892,1.0
377033.517,6958916.59,299.608,2.5,PCC_0042,140.81,0.8246,0.2648,R5_muy_alta,,,3886,3.528,0.5,0.5296,1.0
377033.517,6958916.59,302.108,2.5,PCC_0042,142.58,0.8808,0.2439,R5_muy_alta,,,3050,3.841,0.5,0.4879,1.0
377033.517,6958916.59,304.608,2.5,PCC_0042,145.4,1.0357,0.2301,R5_muy_alta,,,2722,4.049,0.5,0.4601,1.0
377033.517,6958916.59,307.108,2.5,PCC_0042,144.37,1.2857,0.2498,R5_muy_alta,,,2035,3.753,0.5,0.4996,1.0
377033.517,6958916.59,309.608,2.5,PCC_0042,141.11,1.1359,0.2516,R5_muy_alta,,,776,3.726,0.5,0.5031,1.0
377033.517,6958916.59,312.108,2.5,PCC_0042,138.16,0.5678,0.0088,R5_muy_alta,,,48,7.368,0.5,0.0176,1.0
377033.517,6958919.09,274.608,2.5,PCC_0042,150.81,1.7094,0.0,R5_muy_alta,,,40,7.624,0.5,0.0,1.0
377033.517,6958919.09,277.108,2.5,PCC_0042,147.77,1.4754,0.042,R5_muy_alta,,,384,6.87,0.5,0.084,1.0
377033.517,6958919.09,279.608,2.5,PCC_0042,146.96,0.82,0.082,R5_muy_alta,,,891,6.27,0.5,0.164,1.0
377033.517,6958919.09,282.108,2.5,PCC_0042,144.93,0.6197,0.1087,R5_muy_alta,,,1430,5.87,0.5,0.2173,1.0
377033.517,6958919.09,284.608,2.5,PCC_0042,145.47,0.6667,0.1446,R5_muy_alta,,,2346,5.33,0.5,0.2893,1.0
377033.517,6958919.09,287.108,2.5,PCC_0042,145.08,0.6152,0.1914,R5_muy_alta,,,2738,4.629,0.5,0.3828,1.0
377033.517,6958919.09,289.608,2.5,PCC_0042,144.48,0.5805,0.1777,R5_muy_alta,,,2832,4.834,0.5,0.3555,1.0
377033.517,6958919.09,292.108,2.5,PCC_0042,144.87,0.6972,0.1716,R5_muy_alta,,,3119,4.926,0.5,0.3432,1.0
377033.517,6958919.09,294.608,2.5,PCC_0042,143.64,0.7019,0.1781,R5_muy_alta,,,2937,4.829,0.5,0.3562,1.0
377033.517,6958919.09,297.108,2.5,PCC_0042,142.28,0.8019,0.1438,R5_muy_alta,,,2891,5.342,0.5,0.2877,1.0
377033.517,6958919.09,299.608,2.5,PCC_0042,141.51,0.8598,0.1396,R5_muy_alta,,,2672,5.406,0.5,0.2792,1.0
377033.517,6958919.09,302.108,2.5,PCC_0042,143.25,0.8988,0.1301,R5_muy_alta,,,2172,5.549,0.5,0.2601,1.0
377033.517,6958919.09,304.608,2.5,PCC_0042,145.81,1.0597,0.1365,R5_muy_alta,,,2005,5.453,0.5,0.2729,1.0
377033.517,6958919.09,307.108,2.5,PCC_0042,144.05,1.3078,0.1359,R5_muy_alta,,,1600,5.462,0.5,0.2718,1.0
377033.517,6958919.09,309.608,2.5,PCC_0042,140.66,1.1473,0.1283,R5_muy_alta,,,665,5.576,0.5,0.2566,1.0
377033.517,6958919.09,312.108,2.5,PCC_0042,137.81,0.599,0.0488,R5_muy_alta,,,54,6.768,0.5,0.0975,1.0
377033.517,6958921.59,282.108,2.5,PCC_0042,140.14,0.5177,0.0264,R5_muy_alta,,,214,7.104,0.5,0.0527,1.0
377033.517,6958921.59,284.608,2.5,PCC_0042,143.77,0.6392,0.0638,R5_muy_alta,,,762,6.543,0.5,0.1276,1.0
377033.517,6958921.59,287.108,2.5,PCC_0042,142.96,0.5898,0.0948,R5_muy_alta,,,1143,6.077,0.5,0.1897,1.0
377033.517,6958921.59,289.608,2.5,PCC_0042,142.49,0.588,0.0773,R5_muy_alta,,,1324,6.34,0.5,0.1546,1.0
377033.517,6958921.59,292.108,2.5,PCC_0042,144.97,0.8715,0.0714,R5_muy_alta,,,1274,6.429,0.5,0.1429,1.0
377033.517,6958921.59,294.608,2.5,PCC_0042,143.5,0.9025,0.0716,R5_muy_alta,,,1054,6.426,0.5,0.1431,1.0
377033.517,6958921.59,297.108,2.5,PCC_0042,142.54,0.8483,0.0248,R5_muy_alta,,,1127,7.128,0.5,0.0496,1.0
377033.517,6958921.59,299.608,2.5,PCC_0042,142.83,0.8875,0.047,R5_muy_alta,,,1056,6.794,0.5,0.0941,1.0
377033.517,6958921.59,302.108,2.5,PCC_0042,144.67,0.8089,0.03,R5_muy_alta,,,785,7.049,0.5,0.0601,1.0
377033.517,6958921.59,304.608,2.5,PCC_0042,144.93,0.8108,0.0217,R5_muy_alta,,,660,7.175,0.5,0.0434,1.0
377033.517,6958921.59,307.108,2.5,PCC_0042,141.17,1.1107,0.0334,R5_muy_alta,,,573,6.999,0.5,0.0667,1.0
377033.517,6958921.59,309.608,2.5,PCC_0042,139.35,0.9893,0.0369,R5_muy_alta,,,314,6.947,0.5,0.0737,1.0
377033.517,6958921.59,312.108,2.5,PCC_0042,137.8,0.5995,0.0294,R5_muy_alta,,,54,7.059,0.5,0.0588,1.0
377036.017,6958889.09,272.108,2.5,PCC_0042,136.39,4.7945,0.0093,R5_muy_alta,,,20,7.361,0.5,0.0185,1.0
377036.017,6958889.09,274.608,2.5,PCC_0042,134.03,1.5738,0.0557,R5_muy_alta,,,708,6.664,0.5,0.1114,1.0
377036.017,6958889.09,277.108,2.5,PCC_0042,133.61,1.0283,0.058,R5_muy_alta,,,1427,6.63,0.5,0.1159,1.0
377036.017,6958889.09,279.608,2.5,PCC_0042,133.23,0.6852,0.0602,R5_muy_alta,,,1424,6.597,0.5,0.1204,1.0
377036.017,6958889.09,282.108,2.5,PCC_0042,132.04,0.55,0.0625,R5_muy_alta,,,1298,6.563,0.5,0.1249,1.0
377036.017,6958889.09,284.608,2.5,PCC_0042,131.3,0.5226,0.0647,R5_muy_alta,,,1227,6.53,0.5,0.1294,1.0
377036.017,6958889.09,287.108,2.5,PCC_0042,131.51,0.4432,0.0669,R5_muy_alta,,,1229,6.496,0.5,0.1338,1.0
377036.017,6958889.09,289.608,2.5,PCC_0042,132.11,0.4218,0.0691,R5_muy_alta,,,1229,6.463,0.5,0.1383,1.0
377036.017,6958889.09,292.108,2.5,PCC_0042,132.78,0.3908,0.0713,R5_muy_alta,,,1120,6.43,0.5,0.1427,1.0
377036.017,6958889.09,294.608,2.5,PCC_0042,134.42,0.4392,0.0735,R5_muy_alta,,,997,6.397,0.5,0.1471,1.0
377036.017,6958889.09,297.108,2.5,PCC_0042,135.67,0.4957,0.0757,R5_muy_alta,,,981,6.364,0.5,0.1515,1.0
377036.017,6958889.09,299.608,2.5,PCC_0042,136.11,0.5263,0.0779,R5_muy_alta,,,981,6.331,0.5,0.1559,1.0
377036.017,6958889.09,302.108,2.5,PCC_0042,137.49,0.6161,0.0801,R5_muy_alta,,,972,6.298,0.5,0.1602,1.0
377036.017,6958889.09,304.608,2.5,PCC_0042,140.05,0.6471,0.0823,R5_muy_alta,,,973,6.266,0.5,0.1646,1.0
377036.017,6958889.09,307.108,2.5,PCC_0042,141.87,0.71,0.0845,R5_muy_alta,,,907,6.233,0.5,0.1689,1.0
377036.017,6958889.09,309.608,2.5,PCC_0042,141.61,0.6187,0.0854,R5_muy_alta,,,430,6.219,0.5,0.1708,1.0
377036.017,6958889.09,312.108,2.5,PCC_0042,139.52,0.3652,0.0,R5_muy_alta,,,15,7.5,0.5,0.0001,1.0
377036.017,6958891.59,272.108,2.5,PCC_0042,137.04,5.1862,0.0778,R5_muy_alta,,,39,6.333,0.5,0.1556,1.0
377036.017,6958891.59,274.608,2.5,PCC_0042,135.87,1.501,0.1771,R5_muy_alta,,,1811,4.844,0.5,0.3542,1.0
377036.017,6958891.59,277.108,2.5,PCC_0042,135.98,0.9175,0.1797,R5_muy_alta,,,3617,4.804,0.5,0.3594,1.0
377036.017,6958891.59,279.608,2.5,PCC_0042,135.04,0.631,0.1823,R5_muy_alta,,,3695,4.765,0.5,0.3647,1.0
377036.017,6958891.59,282.108,2.5,PCC_0042,133.55,0.5468,0.185,R5_muy_alta,,,3683,4.726,0.5,0.3699,1.0
377036.017,6958891.59,284.608,2.5,PCC_0042,132.76,0.5231,0.1876,R5_muy_alta,,,3562,4.686,0.5,0.3752,1.0
377036.017,6958891.59,287.108,2.5,PCC_0042,132.72,0.5167,0.1902,R5_muy_alta,,,3456,4.647,0.5,0.3804,1.0
377036.017,6958891.59,289.608,2.5,PCC_0042,133.2,0.5188,0.1928,R5_muy_alta,,,3395,4.608,0.5,0.3857,1.0
377036.017,6958891.59,292.108,2.5,PCC_0042,133.73,0.4589,0.1954,R5_muy_alta,,,3434,4.568,0.5,0.3909,1.0
377036.017,6958891.59,294.608,2.5,PCC_0042,134.72,0.5162,0.1981,R5_muy_alta,,,3612,4.529,0.5,0.3961,1.0
377036.017,6958891.59,297.108,2.5,PCC_0042,136.1,0.6161,0.2007,R5_muy_alta,,,3707,4.49,0.5,0.4013,1.0
377036.017,6958891.59,299.608,2.5,PCC_0042,136.88,0.65,0.2033,R5_muy_alta,,,3734,4.451,0.5,0.4066,1.0
377036.017,6958891.59,302.108,2.5,PCC_0042,138.44,0.6687,0.2059,R5_muy_alta,,,3737,4.412,0.5,0.4118,1.0
377036.017,6958891.59,304.608,2.5,PCC_0042,141.64,0.7129,0.2085,R5_muy_alta,,,3584,4.373,0.5,0.417,1.0
377036.017,6958891.59,307.108,2.5,PCC_0042,143.4,0.777,0.2111,R5_muy_alta,,,2847,4.334,0.5,0.4222,1.0
377036.017,6958891.59,309.608,2.5,PCC_0042,142.83,0.7574,0.212,R5_muy_alta,,,1154,4.32,0.5,0.424,1.0
377036.017,6958891.59,312.108,2.5,PCC_0042,137.27,1.0169,0.1229,R5_muy_alta,,,27,5.656,0.5,0.2459,1.0
377036.017,6958894.09,272.108,2.5,PCC_0042,141.16,4.0808,0.1171,R5_muy_alta,,,142,5.744,0.5,0.2341,1.0
377036.017,6958894.09,274.608,2.5,PCC_0042,137.44,1.5986,0.3202,R5_muy_alta,,,3769,2.697,0.5,0.6405,1.0
377036.017,6958894.09,277.108,2.5,PCC_0042,136.42,0.8965,0.3227,R5_muy_alta,,,7245,2.659,0.5,0.6455,1.0
377036.017,6958894.09,279.608,2.5,PCC_0042,135.13,0.6358,0.3238,R5_muy_alta,,,7092,2.643,0.5,0.6475,1.0
377036.017,6958894.09,282.108,2.5,PCC_0042,133.88,0.5683,0.3248,R5_muy_alta,,,6839,2.628,0.5,0.6495,1.0
377036.017,6958894.09,284.608,2.5,PCC_0042,133.37,0.5497,0.3257,R5_muy_alta,,,6482,2.614,0.5,0.6515,1.0
377036.017,6958894.09,287.108,2.5,PCC_0042,133.46,0.5258,0.3267,R5_muy_alta,,,6286,2.6,0.5,0.6534,1.0
377036.017,6958894.09,289.608,2.5,PCC_0042,133.94,0.518,0.3733,R5_muy_alta,Bht,1.0,6247,2.586,0.5698,0.6552,1.0
377036.017,6958894.09,292.108,2.5,PCC_0042,134.41,0.497,0.3743,R5_muy_alta,Bht,1.0,6341,2.573,0.5698,0.657,1.0
377036.017,6958894.09,294.608,2.5,PCC_0042,135.33,0.5441,0.3753,R5_muy_alta,Bht,1.0,6522,2.56,0.5698,0.6587,1.0
377036.017,6958894.09,297.108,2.5,PCC_0042,136.79,0.6279,0.3301,R5_muy_alta,,,6178,2.548,0.5,0.6603,1.0
377036.017,6958894.09,299.608,2.5,PCC_0042,137.4,0.6658,0.3309,R5_muy_alta,,,5856,2.536,0.5,0.6618,1.0
377036.017,6958894.09,302.108,2.5,PCC_0042,138.75,0.6698,0.3317,R5_muy_alta,,,5924,2.525,0.5,0.6633,1.0
377036.017,6958894.09,304.608,2.5,PCC_0042,141.67,0.7239,0.3324,R5_muy_alta,,,5805,2.514,0.5,0.6647,1.0
377036.017,6958894.09,307.108,2.5,PCC_0042,143.15,0.804,0.333,R5_muy_alta,,,4945,2.504,0.5,0.6661,1.0
377036.017,6958894.09,309.608,2.5,PCC_0042,142.74,0.7771,0.3326,R5_muy_alta,,,2154,2.512,0.5,0.6651,1.0
377036.017,6958894.09,312.108,2.5,PCC_0042,137.13,1.0517,0.2353,R5_muy_alta,,,27,3.97,0.5,0.4706,1.0
377036.017,6958896.59,272.108,2.5,PCC_0042,140.24,3.9424,0.2455,R5_muy_alta,,,187,3.818,0.5,0.491,1.0
377036.017,6958896.59,274.608,2.5,PCC_0042,137.93,1.6931,0.4186,R5_muy_alta,,,5796,1.221,0.5,0.8372,1.0
377036.017,6958896.59,277.108,2.5,PCC_0042,137.11,0.836,0.4265,R5_muy_alta,,,11494,1.103,0.5,0.8529,1.0
377036.017,6958896.59,279.608,2.5,PCC_0042,135.81,0.619,0.4286,R5_muy_alta,,,11602,1.071,0.5,0.8572,1.0
377036.017,6958896.59,282.108,2.5,PCC_0042,134.83,0.5948,0.43,R5_muy_alta,,,11422,1.051,0.5,0.8599,1.0
377036.017,6958896.59,284.608,2.5,PCC_0042,134.24,0.5417,0.4304,R5_muy_alta,,,11255,1.044,0.5,0.8608,1.0
377036.017,6958896.59,287.108,2.5,PCC_0042,134.41,0.5213,0.43,R5_muy_alta,,,10726,1.05,0.5,0.86,1.0
377036.017,6958896.59,289.608,2.5,PCC_0042,135.02,0.5201,0.4287,R5_muy_alta,,,10366,1.07,0.5,0.8573,1.0
377036.017,6958896.59,292.108,2.5,PCC_0042,135.42,0.5337,0.4265,R5_muy_alta,,,9829,1.102,0.5,0.853,1.0
377036.017,6958896.59,294.608,2.5,PCC_0042,136.18,0.564,0.4236,R5_muy_alta,,,9126,1.146,0.5,0.8472,1.0
