# modelo geológico informado por MWD.
# Bloque 2.5 m · IDW potencia 2 · anisotropía [1.0, 1.0, 3.0] · radio 7.5 m planta / 2.5 m cota.
# El yacimiento es estratiforme: la litología continúa lateralmente y cambia con la cota. Por eso la búsqueda es más larga en horizontal que en vertical. La cota entra acá como GEOMETRÍA de interpolación, nunca como variable predictora del modelo.
# Confianza = f_calidad × f_proximidad × f_soporte, los tres en [0, 1]. f_calidad es el inverso del pi_factor del atributo: incorpora la CALIDAD de la etiqueta, de modo que un dominio anclado en un ensayo del sitio y otro anclado en literatura no pueden salir con la misma confianza. f_proximidad decae con la distancia al dato más cercano. f_soporte crece con el número de muestras dentro del elipsoide.
# 35751 bloque(s) quedaron VACÍOS por no reunir 3 muestra(s) dentro del elipsoide de búsqueda (7.5 m en planta, 2.5 m en cota). No se interpolan desde más lejos: un bloque sin soporte es información, no un hueco a rellenar. El encajonado se calcula POR CASERÓN: un encajonado único sobre caserones separados por kilómetros contaría el aire entre ellos y volvería la cobertura una cifra sin significado.
# UCS acotado a los límites físicos [0.0, 450.0] MPa.
# bandas: Clasificación ISRM de resistencia de la roca intacta (Brown, 1981). Criterio trazable, no percentiles de la muestra.
# generado: 2026-08-26 10:39
x,y,z,tamano_m,caseron,ucs,di,confianza,banda,lito,calidad_etiqueta,n_muestras,dist_min_m,f_calidad,f_proximidad,f_soporte
377031.017,6958916.59,292.108,2.5,PCC_0042,142.7,0.6358,0.3876,R5_muy_alta,,,9049,1.686,0.5,0.7752,1.0
377031.017,6958916.59,294.608,2.5,PCC_0042,141.53,0.6254,0.3863,R5_muy_alta,,,8043,1.705,0.5,0.7727,1.0
377031.017,6958916.59,297.108,2.5,PCC_0042,141.02,0.7474,0.379,R5_muy_alta,,,7798,1.816,0.5,0.7579,1.0
377031.017,6958916.59,299.608,2.5,PCC_0042,140.72,0.7844,0.3603,R5_muy_alta,,,6955,2.096,0.5,0.7206,1.0
377031.017,6958916.59,302.108,2.5,PCC_0042,142.66,0.8755,0.3599,R5_muy_alta,,,5874,2.101,0.5,0.7199,1.0
377031.017,6958916.59,304.608,2.5,PCC_0042,145.19,0.9959,0.3721,R5_muy_alta,,,5505,1.918,0.5,0.7443,1.0
377031.017,6958916.59,307.108,2.5,PCC_0042,144.02,1.1767,0.3655,R5_muy_alta,,,4545,2.018,0.5,0.7309,1.0
377031.017,6958916.59,309.608,2.5,PCC_0042,142.82,0.9631,0.3421,R5_muy_alta,,,1918,2.368,0.5,0.6842,1.0
377031.017,6958916.59,312.108,2.5,PCC_0042,138.97,0.5507,0.1498,R5_muy_alta,,,77,5.253,0.5,0.2995,1.0
377031.017,6958919.09,274.608,2.5,PCC_0042,139.88,1.7633,0.1459,R5_muy_alta,,,707,5.311,0.5,0.2919,1.0
377031.017,6958919.09,277.108,2.5,PCC_0042,140.23,1.1682,0.1925,R5_muy_alta,,,4995,4.612,0.5,0.385,1.0
377031.017,6958919.09,279.608,2.5,PCC_0042,139.82,0.7363,0.2218,R5_muy_alta,,,8796,4.173,0.5,0.4435,1.0
377031.017,6958919.09,282.108,2.5,PCC_0042,140.81,0.5812,0.2284,R5_muy_alta,,,8810,4.074,0.5,0.4568,1.0
377031.017,6958919.09,284.608,2.5,PCC_0042,142.93,0.6051,0.2891,R5_muy_alta,,,8560,3.163,0.5,0.5783,1.0
377031.017,6958919.09,287.108,2.5,PCC_0042,143.32,0.5692,0.3156,R5_muy_alta,,,8264,2.766,0.5,0.6312,1.0
377031.017,6958919.09,289.608,2.5,PCC_0042,143.15,0.5342,0.2824,R5_muy_alta,,,7869,3.264,0.5,0.5648,1.0
377031.017,6958919.09,292.108,2.5,PCC_0042,144.02,0.6366,0.3027,R5_muy_alta,,,7406,2.959,0.5,0.6055,1.0
377031.017,6958919.09,294.608,2.5,PCC_0042,142.71,0.6568,0.2888,R5_muy_alta,,,6430,3.168,0.5,0.5776,1.0
377031.017,6958919.09,297.108,2.5,PCC_0042,141.88,0.7392,0.2514,R5_muy_alta,,,5711,3.729,0.5,0.5028,1.0
377031.017,6958919.09,299.608,2.5,PCC_0042,141.1,0.7872,0.2682,R5_muy_alta,,,5130,3.478,0.5,0.5363,1.0
377031.017,6958919.09,302.108,2.5,PCC_0042,142.84,0.8894,0.2473,R5_muy_alta,,,4488,3.79,0.5,0.4946,1.0
377031.017,6958919.09,304.608,2.5,PCC_0042,145.11,1.0014,0.2572,R5_muy_alta,,,4384,3.642,0.5,0.5144,1.0
377031.017,6958919.09,307.108,2.5,PCC_0042,143.73,1.1271,0.2558,R5_muy_alta,,,3536,3.663,0.5,0.5116,1.0
377031.017,6958919.09,309.608,2.5,PCC_0042,142.58,0.9765,0.2558,R5_muy_alta,,,1406,3.663,0.5,0.5115,1.0
377031.017,6958919.09,312.108,2.5,PCC_0042,138.84,0.5523,0.2085,R5_muy_alta,,,72,4.373,0.5,0.417,1.0
377031.017,6958921.59,274.608,2.5,PCC_0042,137.17,1.4908,0.077,R5_muy_alta,,,284,6.345,0.5,0.154,1.0
377031.017,6958921.59,277.108,2.5,PCC_0042,140.15,0.8596,0.1006,R5_muy_alta,,,2277,5.991,0.5,0.2013,1.0
377031.017,6958921.59,279.608,2.5,PCC_0042,140.28,0.5995,0.1187,R5_muy_alta,,,4483,5.719,0.5,0.2374,1.0
377031.017,6958921.59,282.108,2.5,PCC_0042,142.03,0.5544,0.165,R5_muy_alta,,,5134,5.025,0.5,0.3301,1.0
377031.017,6958921.59,284.608,2.5,PCC_0042,144.44,0.5892,0.1962,R5_muy_alta,,,5624,4.558,0.5,0.3923,1.0
377031.017,6958921.59,287.108,2.5,PCC_0042,144.86,0.559,0.2269,R5_muy_alta,,,5603,4.097,0.5,0.4537,1.0
377031.017,6958921.59,289.608,2.5,PCC_0042,144.41,0.5222,0.2008,R5_muy_alta,,,5435,4.489,0.5,0.4015,1.0
377031.017,6958921.59,292.108,2.5,PCC_0042,144.87,0.6423,0.2075,R5_muy_alta,,,5461,4.387,0.5,0.4151,1.0
377031.017,6958921.59,294.608,2.5,PCC_0042,143.44,0.6734,0.209,R5_muy_alta,,,4833,4.366,0.5,0.4179,1.0
377031.017,6958921.59,297.108,2.5,PCC_0042,142.32,0.7545,0.1687,R5_muy_alta,,,4478,4.97,0.5,0.3373,1.0
377031.017,6958921.59,299.608,2.5,PCC_0042,141.41,0.787,0.1782,R5_muy_alta,,,4161,4.828,0.5,0.3563,1.0
377031.017,6958921.59,302.108,2.5,PCC_0042,143.06,0.8981,0.1539,R5_muy_alta,,,3576,5.192,0.5,0.3078,1.0
377031.017,6958921.59,304.608,2.5,PCC_0042,144.26,1.0021,0.1607,R5_muy_alta,,,3313,5.089,0.5,0.3215,1.0
377031.017,6958921.59,307.108,2.5,PCC_0042,142.43,1.0971,0.1697,R5_muy_alta,,,2623,4.954,0.5,0.3394,1.0
377031.017,6958921.59,309.608,2.5,PCC_0042,141.96,1.001,0.189,R5_muy_alta,,,1091,4.665,0.5,0.378,1.0
377031.017,6958921.59,312.108,2.5,PCC_0042,138.86,0.5519,0.1793,R5_muy_alta,,,72,4.811,0.5,0.3586,1.0
377031.017,6958924.09,277.108,2.5,PCC_0042,132.25,0.5011,0.0,R5_muy_alta,,,83,7.5,0.5,0.0,1.0
377031.017,6958924.09,279.608,2.5,PCC_0042,137.4,0.5233,0.0375,R5_muy_alta,,,637,6.937,0.5,0.0751,1.0
377031.017,6958924.09,282.108,2.5,PCC_0042,140.71,0.5282,0.0709,R5_muy_alta,,,1446,6.437,0.5,0.1417,1.0
377031.017,6958924.09,284.608,2.5,PCC_0042,145.27,0.5894,0.096,R5_muy_alta,,,1986,6.059,0.5,0.1921,1.0
377031.017,6958924.09,287.108,2.5,PCC_0042,147.23,0.5749,0.0973,R5_muy_alta,,,1970,6.041,0.5,0.1945,1.0
377031.017,6958924.09,289.608,2.5,PCC_0042,146.33,0.5005,0.0992,R5_muy_alta,,,1999,6.012,0.5,0.1984,1.0
377031.017,6958924.09,292.108,2.5,PCC_0042,146.31,0.7273,0.1272,R5_muy_alta,,,1923,5.592,0.5,0.2544,1.0
377031.017,6958924.09,294.608,2.5,PCC_0042,144.87,0.8163,0.1268,R5_muy_alta,,,1432,5.599,0.5,0.2535,1.0
377031.017,6958924.09,297.108,2.5,PCC_0042,142.68,0.8002,0.0794,R5_muy_alta,,,1404,6.308,0.5,0.1589,1.0
377031.017,6958924.09,299.608,2.5,PCC_0042,141.32,0.8029,0.0947,R5_muy_alta,,,1259,6.079,0.5,0.1894,1.0
377031.017,6958924.09,302.108,2.5,PCC_0042,142.1,1.0087,0.0763,R5_muy_alta,,,977,6.356,0.5,0.1526,1.0
377031.017,6958924.09,304.608,2.5,PCC_0042,141.62,0.911,0.0738,R5_muy_alta,,,999,6.393,0.5,0.1476,1.0
377031.017,6958924.09,307.108,2.5,PCC_0042,141.92,0.9188,0.0859,R5_muy_alta,,,889,6.212,0.5,0.1718,1.0
377031.017,6958924.09,309.608,2.5,PCC_0042,142.03,0.892,0.0916,R5_muy_alta,,,434,6.126,0.5,0.1832,1.0
377031.017,6958924.09,312.108,2.5,PCC_0042,137.81,0.5988,0.0801,R5_muy_alta,,,54,6.298,0.5,0.1603,1.0
377031.017,6958926.59,284.608,2.5,PCC_0042,150.21,0.9972,0.0,R5_muy_alta,,,60,7.646,0.5,0.0,1.0
377031.017,6958926.59,287.108,2.5,PCC_0042,150.25,0.8789,0.0198,R5_muy_alta,,,95,7.203,0.5,0.0396,1.0
377031.017,6958926.59,289.608,2.5,PCC_0042,147.78,0.3354,0.0036,R5_muy_alta,,,207,7.446,0.5,0.0072,1.0
377031.017,6958926.59,292.108,2.5,PCC_0042,148.07,1.2028,0.0124,R5_muy_alta,,,323,7.314,0.5,0.0248,1.0
377031.017,6958926.59,294.608,2.5,PCC_0042,148.96,2.0745,0.0139,R5_muy_alta,,,151,7.292,0.5,0.0277,1.0
377031.017,6958926.59,297.108,2.5,PCC_0042,139.73,0.3712,0.0,R5_muy_alta,,,19,7.799,0.5,0.0,1.0
377031.017,6958926.59,299.608,2.5,PCC_0042,138.22,0.3494,0.0043,R5_muy_alta,,,56,7.435,0.5,0.0086,1.0
377031.017,6958926.59,302.108,2.5,PCC_0042,137.37,0.3394,0.0,R5_muy_alta,,,37,7.622,0.5,0.0,1.0
377031.017,6958926.59,307.108,2.5,PCC_0042,144.14,0.6408,0.0,R5_muy_alta,,,15,7.643,0.5,0.0,1.0
377031.017,6958926.59,309.608,2.5,PCC_0042,144.16,0.6403,0.0,R5_muy_alta,,,15,7.521,0.5,0.0,1.0
377033.517,6958886.59,272.108,2.5,PCC_0042,134.7,5.0771,0.0,R5_muy_alta,,,29,7.629,0.5,0.0,1.0
377033.517,6958886.59,274.608,2.5,PCC_0042,132.57,1.5878,0.0128,R5_muy_alta,,,275,7.308,0.5,0.0256,1.0
377033.517,6958886.59,277.108,2.5,PCC_0042,132.29,0.6917,0.0139,R5_muy_alta,,,492,7.291,0.5,0.0278,1.0
377033.517,6958886.59,279.608,2.5,PCC_0042,132.07,0.6272,0.015,R5_muy_alta,,,492,7.275,0.5,0.03,1.0
377033.517,6958886.59,282.108,2.5,PCC_0042,131.5,0.5634,0.0161,R5_muy_alta,,,492,7.259,0.5,0.0321,1.0
377033.517,6958886.59,284.608,2.5,PCC_0042,131.13,0.5499,0.0171,R5_muy_alta,,,494,7.243,0.5,0.0343,1.0
377033.517,6958886.59,287.108,2.5,PCC_0042,131.14,0.4862,0.0207,R5_muy_alta,Bht,1.0,492,7.227,0.5698,0.0364,1.0
377033.517,6958886.59,289.608,2.5,PCC_0042,131.8,0.5437,0.0219,R5_muy_alta,Bht,1.0,489,7.211,0.5698,0.0385,1.0
377033.517,6958886.59,292.108,2.5,PCC_0042,132.29,0.5502,0.0231,R5_muy_alta,Bht,1.0,489,7.196,0.5698,0.0406,1.0
377033.517,6958886.59,294.608,2.5,PCC_0042,133.19,0.4708,0.0243,R5_muy_alta,Bht,1.0,489,7.18,0.5698,0.0427,1.0
377033.517,6958886.59,297.108,2.5,PCC_0042,136.04,0.4733,0.0255,R5_muy_alta,Bht,1.0,489,7.165,0.5698,0.0447,1.0
377033.517,6958886.59,299.608,2.5,PCC_0042,139.28,0.5476,0.0234,R5_muy_alta,,,487,7.149,0.5,0.0468,1.0
377033.517,6958886.59,302.108,2.5,PCC_0042,139.34,0.7419,0.0244,R5_muy_alta,,,475,7.134,0.5,0.0488,1.0
377033.517,6958886.59,304.608,2.5,PCC_0042,141.17,0.6375,0.0254,R5_muy_alta,,,447,7.119,0.5,0.0508,1.0
377033.517,6958886.59,307.108,2.5,PCC_0042,143.84,0.4996,0.0245,R5_muy_alta,,,295,7.132,0.5,0.049,1.0
377033.517,6958886.59,309.608,2.5,PCC_0042,141.76,0.6007,0.0124,R5_muy_alta,,,80,7.314,0.5,0.0249,1.0
377033.517,6958889.09,272.108,2.5,PCC_0042,136.72,5.4967,0.1252,R5_muy_alta,,,65,5.622,0.5,0.2503,1.0
377033.517,6958889.09,274.608,2.5,PCC_0042,133.51,1.5023,0.1525,R5_muy_alta,,,1551,5.213,0.5,0.305,1.0
377033.517,6958889.09,277.108,2.5,PCC_0042,133.03,0.8624,0.1534,R5_muy_alta,,,2958,5.199,0.5,0.3068,1.0
377033.517,6958889.09,279.608,2.5,PCC_0042,132.33,0.601,0.1543,R5_muy_alta,,,2950,5.185,0.5,0.3086,1.0
377033.517,6958889.09,282.108,2.5,PCC_0042,131.65,0.5221,0.1769,R5_muy_alta,Bht,1.0,2953,5.172,0.5698,0.3104,1.0
377033.517,6958889.09,284.608,2.5,PCC_0042,131.24,0.5062,0.1779,R5_muy_alta,Bht,1.0,2955,5.159,0.5698,0.3122,1.0
377033.517,6958889.09,287.108,2.5,PCC_0042,131.51,0.5054,0.1789,R5_muy_alta,Bht,1.0,3049,5.146,0.5698,0.3139,1.0
377033.517,6958889.09,289.608,2.5,PCC_0042,132.03,0.5244,0.1798,R5_muy_alta,Bht,1.0,3172,5.133,0.5698,0.3156,1.0
377033.517,6958889.09,292.108,2.5,PCC_0042,132.19,0.4642,0.1808,R5_muy_alta,Bht,1.0,3209,5.12,0.5698,0.3173,1.0
377033.517,6958889.09,294.608,2.5,PCC_0042,132.69,0.4764,0.1817,R5_muy_alta,Bht,1.0,3163,5.108,0.5698,0.3189,1.0
377033.517,6958889.09,297.108,2.5,PCC_0042,134.34,0.5447,0.1826,R5_muy_alta,Bht,1.0,3033,5.096,0.5698,0.3205,1.0
377033.517,6958889.09,299.608,2.5,PCC_0042,136.09,0.5726,0.161,R5_muy_alta,,,2950,5.084,0.5,0.3221,1.0
377033.517,6958889.09,302.108,2.5,PCC_0042,138.03,0.6347,0.1618,R5_muy_alta,,,2829,5.073,0.5,0.3236,1.0
377033.517,6958889.09,304.608,2.5,PCC_0042,140.6,0.653,0.1626,R5_muy_alta,,,2344,5.061,0.5,0.3252,1.0
377033.517,6958889.09,307.108,2.5,PCC_0042,142.39,0.6444,0.1633,R5_muy_alta,,,1404,5.05,0.5,0.3266,1.0
377033.517,6958889.09,309.608,2.5,PCC_0042,141.42,0.608,0.1587,R5_muy_alta,,,430,5.12,0.5,0.3174,1.0
377033.517,6958889.09,312.108,2.5,PCC_0042,139.53,0.3653,0.0591,R5_muy_alta,,,15,6.614,0.5,0.1181,1.0
377033.517,6958891.59,272.108,2.5,PCC_0042,136.79,5.4959,0.2209,R5_muy_alta,,,65,4.187,0.5,0.4418,1.0
377033.517,6958891.59,274.608,2.5,PCC_0042,134.44,1.6149,0.2843,R5_muy_alta,,,1817,3.235,0.5,0.5687,1.0
377033.517,6958891.59,277.108,2.5,PCC_0042,134.22,0.893,0.2862,R5_muy_alta,,,3592,3.207,0.5,0.5725,1.0
377033.517,6958891.59,279.608,2.5,PCC_0042,133.71,0.6176,0.2881,R5_muy_alta,,,3688,3.178,0.5,0.5762,1.0
377033.517,6958891.59,282.108,2.5,PCC_0042,132.47,0.5212,0.3305,R5_muy_alta,Bht,1.0,3751,3.15,0.5698,0.58,1.0
377033.517,6958891.59,284.608,2.5,PCC_0042,131.76,0.5069,0.3326,R5_muy_alta,Bht,1.0,3755,3.123,0.5698,0.5837,1.0
377033.517,6958891.59,287.108,2.5,PCC_0042,131.88,0.487,0.3346,R5_muy_alta,Bht,1.0,3700,3.095,0.5698,0.5873,1.0
377033.517,6958891.59,289.608,2.5,PCC_0042,132.42,0.5033,0.3367,R5_muy_alta,Bht,1.0,3699,3.068,0.5698,0.5909,1.0
377033.517,6958891.59,292.108,2.5,PCC_0042,132.72,0.4503,0.3387,R5_muy_alta,Bht,1.0,3705,3.041,0.5698,0.5945,1.0
377033.517,6958891.59,294.608,2.5,PCC_0042,133.42,0.475,0.3407,R5_muy_alta,Bht,1.0,3699,3.015,0.5698,0.598,1.0
377033.517,6958891.59,297.108,2.5,PCC_0042,134.82,0.5506,0.3427,R5_muy_alta,Bht,1.0,3611,2.989,0.5698,0.6015,1.0
377033.517,6958891.59,299.608,2.5,PCC_0042,135.93,0.5768,0.3024,R5_muy_alta,,,3514,2.963,0.5,0.6049,1.0
377033.517,6958891.59,302.108,2.5,PCC_0042,137.61,0.645,0.3041,R5_muy_alta,,,3474,2.938,0.5,0.6083,1.0
377033.517,6958891.59,304.608,2.5,PCC_0042,140.47,0.6765,0.3058,R5_muy_alta,,,3085,2.913,0.5,0.6116,1.0
377033.517,6958891.59,307.108,2.5,PCC_0042,142.18,0.7347,0.3074,R5_muy_alta,,,2042,2.888,0.5,0.6149,1.0
377033.517,6958891.59,309.608,2.5,PCC_0042,140.88,0.7017,0.307,R5_muy_alta,,,710,2.896,0.5,0.6139,1.0
377033.517,6958891.59,312.108,2.5,PCC_0042,137.47,0.9624,0.2057,R5_muy_alta,,,27,4.415,0.5,0.4114,1.0
377033.517,6958894.09,272.108,2.5,PCC_0042,137.67,4.3005,0.2338,R5_muy_alta,,,112,3.993,0.5,0.4676,1.0
377033.517,6958894.09,274.608,2.5,PCC_0042,136.33,1.9487,0.4053,R5_muy_alta,,,3418,1.42,0.5,0.8107,1.0
377033.517,6958894.09,277.108,2.5,PCC_0042,135.43,1.0019,0.4081,R5_muy_alta,,,6499,1.378,0.5,0.8162,1.0
377033.517,6958894.09,279.608,2.5,PCC_0042,133.98,0.6019,0.4109,R5_muy_alta,,,6188,1.337,0.5,0.8218,1.0
377033.517,6958894.09,282.108,2.5,PCC_0042,132.6,0.5295,0.4137,R5_muy_alta,,,5899,1.295,0.5,0.8273,1.0
377033.517,6958894.09,284.608,2.5,PCC_0042,132.17,0.5079,0.4746,R5_muy_alta,Bht,1.0,5791,1.254,0.5698,0.8329,1.0
377033.517,6958894.09,287.108,2.5,PCC_0042,132.21,0.4841,0.4777,R5_muy_alta,Bht,1.0,5755,1.212,0.5698,0.8384,1.0
377033.517,6958894.09,289.608,2.5,PCC_0042,132.54,0.4956,0.4809,R5_muy_alta,Bht,1.0,5841,1.17,0.5698,0.844,1.0
377033.517,6958894.09,292.108,2.5,PCC_0042,133.14,0.462,0.4841,R5_muy_alta,Bht,1.0,5865,1.129,0.5698,0.8495,1.0
377033.517,6958894.09,294.608,2.5,PCC_0042,133.88,0.488,0.4872,R5_muy_alta,Bht,1.0,5763,1.087,0.5698,0.8551,1.0
377033.517,6958894.09,297.108,2.5,PCC_0042,135.98,0.5595,0.4904,R5_muy_alta,Bht,1.0,5867,1.045,0.5698,0.8606,1.0
377033.517,6958894.09,299.608,2.5,PCC_0042,135.98,0.5934,0.4331,R5_muy_alta,,,5923,1.004,0.5,0.8661,1.0
377033.517,6958894.09,302.108,2.5,PCC_0042,137.7,0.6197,0.4359,R5_muy_alta,,,5769,0.962,0.5,0.8717,1.0
377033.517,6958894.09,304.608,2.5,PCC_0042,141.03,0.6818,0.4386,R5_muy_alta,,,5399,0.921,0.5,0.8772,1.0
377033.517,6958894.09,307.108,2.5,PCC_0042,142.2,0.7007,0.4414,R5_muy_alta,,,4259,0.879,0.5,0.8828,1.0
377033.517,6958894.09,309.608,2.5,PCC_0042,141.38,0.6715,0.4378,R5_muy_alta,,,1729,0.933,0.5,0.8756,1.0
377033.517,6958894.09,312.108,2.5,PCC_0042,137.36,0.9871,0.3146,R5_muy_alta,,,27,2.781,0.5,0.6292,1.0
377033.517,6958896.59,272.108,2.5,PCC_0042,139.55,4.0609,0.1545,R5_muy_alta,,,206,5.183,0.5,0.309,1.0
377033.517,6958896.59,274.608,2.5,PCC_0042,136.86,1.9027,0.4783,R5_muy_alta,,,5894,0.326,0.5,0.9565,1.0
377033.517,6958896.59,277.108,2.5,PCC_0042,139.6,1.0279,0.483,R5_muy_alta,,,11468,0.254,0.5,0.9661,1.0
377033.517,6958896.59,279.608,2.5,PCC_0042,136.57,0.6321,0.4687,R5_muy_alta,,,11528,0.469,0.5,0.9374,1.0
377033.517,6958896.59,282.108,2.5,PCC_0042,133.95,0.5576,0.4534,R5_muy_alta,,,11357,0.699,0.5,0.9067,1.0
377033.517,6958896.59,284.608,2.5,PCC_0042,133.33,0.5208,0.4525,R5_muy_alta,,,10859,0.713,0.5,0.9049,1.0
377033.517,6958896.59,287.108,2.5,PCC_0042,133.32,0.4832,0.5242,R5_muy_alta,Bht,1.0,10412,0.601,0.5698,0.9199,1.0
377033.517,6958896.59,289.608,2.5,PCC_0042,133.41,0.5017,0.532,R5_muy_alta,Bht,1.0,9792,0.498,0.5698,0.9336,1.0
377033.517,6958896.59,292.108,2.5,PCC_0042,133.6,0.4589,0.5384,R5_muy_alta,Bht,1.0,9235,0.414,0.5698,0.9448,1.0
377033.517,6958896.59,294.608,2.5,PCC_0042,133.61,0.4779,0.5425,R5_muy_alta,Bht,1.0,9006,0.36,0.5698,0.952,1.0
377033.517,6958896.59,297.108,2.5,PCC_0042,135.79,0.5366,0.5431,R5_muy_alta,Bht,1.0,8681,0.351,0.5698,0.9532,1.0
377033.517,6958896.59,299.608,2.5,PCC_0042,137.56,0.7736,0.4794,R5_muy_alta,,,8505,0.309,0.5,0.9587,1.0
377033.517,6958896.59,302.108,2.5,PCC_0042,137.1,0.6069,0.4719,R5_muy_alta,,,8330,0.421,0.5,0.9439,1.0
377033.517,6958896.59,304.608,2.5,PCC_0042,141.31,0.6933,0.4625,R5_muy_alta,,,7895,0.563,0.5,0.925,1.0
377033.517,6958896.59,307.108,2.5,PCC_0042,140.83,0.7512,0.4552,R5_muy_alta,,,6657,0.672,0.5,0.9104,1.0
377033.517,6958896.59,309.608,2.5,PCC_0042,140.14,1.2132,0.4474,R5_muy_alta,,,2894,0.789,0.5,0.8948,1.0
377033.517,6958896.59,312.108,2.5,PCC_0042,137.16,1.037,0.3394,R5_muy_alta,,,27,2.409,0.5,0.6788,1.0
377033.517,6958899.09,272.108,2.5,PCC_0042,140.25,3.9432,0.2166,R5_muy_alta,,,187,4.251,0.5,0.4332,1.0
377033.517,6958899.09,274.608,2.5,PCC_0042,137.53,1.4885,0.338,R5_muy_alta,,,7799,2.429,0.5,0.6761,1.0
377033.517,6958899.09,277.108,2.5,PCC_0042,136.44,0.8298,0.3374,R5_muy_alta,,,15702,2.44,0.5,0.6747,1.0
377033.517,6958899.09,279.608,2.5,PCC_0042,135.3,0.6036,0.348,R5_muy_alta,,,16149,2.28,0.5,0.696,1.0
377033.517,6958899.09,282.108,2.5,PCC_0042,134.67,0.5689,0.3577,R5_muy_alta,,,15817,2.135,0.5,0.7154,1.0
377033.517,6958899.09,284.608,2.5,PCC_0042,133.85,0.5362,0.3662,R5_muy_alta,,,14831,2.007,0.5,0.7323,1.0
377033.517,6958899.09,287.108,2.5,PCC_0042,133.91,0.5218,0.3732,R5_muy_alta,,,14090,1.901,0.5,0.7465,1.0
377033.517,6958899.09,289.608,2.5,PCC_0042,134.3,0.5183,0.3786,R5_muy_alta,,,13207,1.82,0.5,0.7573,1.0
377033.517,6958899.09,292.108,2.5,PCC_0042,134.66,0.5729,0.4355,R5_muy_alta,Bht,1.0,12263,1.768,0.5698,0.7643,1.0
377033.517,6958899.09,294.608,2.5,PCC_0042,135.01,0.5795,0.4371,R5_muy_alta,Bht,1.0,11721,1.747,0.5698,0.7671,1.0
377033.517,6958899.09,297.108,2.5,PCC_0042,136.45,0.6129,0.3828,R5_muy_alta,,,11053,1.757,0.5,0.7657,1.0
377033.517,6958899.09,299.608,2.5,PCC_0042,136.99,0.6596,0.38,R5_muy_alta,,,10674,1.8,0.5,0.76,1.0
377033.517,6958899.09,302.108,2.5,PCC_0042,138.41,0.7411,0.3931,R5_muy_alta,,,10040,1.604,0.5,0.7862,1.0
377033.517,6958899.09,304.608,2.5,PCC_0042,141.04,0.7823,0.402,R5_muy_alta,,,9445,1.47,0.5,0.804,1.0
377033.517,6958899.09,307.108,2.5,PCC_0042,141.63,0.8471,0.4028,R5_muy_alta,,,8337,1.457,0.5,0.8057,1.0
377033.517,6958899.09,309.608,2.5,PCC_0042,142.49,0.7983,0.3942,R5_muy_alta,,,3702,1.586,0.5,0.7885,1.0
377033.517,6958899.09,312.108,2.5,PCC_0042,137.02,1.1969,0.281,R5_muy_alta,,,39,3.285,0.5,0.562,1.0
377033.517,6958901.59,272.108,2.5,PCC_0042,141.3,3.6836,0.295,R5_muy_alta,,,174,3.075,0.5,0.59,1.0
377033.517,6958901.59,274.608,2.5,PCC_0042,137.33,1.4636,0.3575,R5_muy_alta,,,8944,2.138,0.5,0.715,1.0
377033.517,6958901.59,277.108,2.5,PCC_0042,136.81,0.8038,0.4091,R5_muy_alta,,,18269,1.364,0.5,0.8182,1.0
377033.517,6958901.59,279.608,2.5,PCC_0042,135.31,0.5927,0.4392,R5_muy_alta,,,18861,0.913,0.5,0.8783,1.0
377033.517,6958901.59,282.108,2.5,PCC_0042,134.78,0.5703,0.4468,R5_muy_alta,,,18434,0.799,0.5,0.8935,1.0
377033.517,6958901.59,284.608,2.5,PCC_0042,133.7,0.5416,0.4704,R5_muy_alta,,,17833,0.444,0.5,0.9408,1.0
377033.517,6958901.59,287.108,2.5,PCC_0042,135.82,0.5289,0.4789,R5_muy_alta,,,17136,0.317,0.5,0.9578,1.0
377033.517,6958901.59,289.608,2.5,PCC_0042,133.95,0.513,0.4515,R5_muy_alta,,,15937,0.727,0.5,0.9031,1.0
377033.517,6958901.59,292.108,2.5,PCC_0042,134.92,0.8403,0.486,R5_muy_alta,,,14591,0.211,0.5,0.9719,1.0
377033.517,6958901.59,294.608,2.5,PCC_0042,134.02,0.5756,0.4609,R5_muy_alta,,,13789,0.587,0.5,0.9218,1.0
377033.517,6958901.59,297.108,2.5,PCC_0042,135.11,0.5625,0.4635,R5_muy_alta,,,13057,0.548,0.5,0.927,1.0
377033.517,6958901.59,299.608,2.5,PCC_0042,134.76,0.5952,0.4875,R5_muy_alta,,,12217,0.187,0.5,0.9751,1.0
377033.517,6958901.59,302.108,2.5,PCC_0042,137.36,0.7935,0.4553,R5_muy_alta,,,11521,0.671,0.5,0.9106,1.0
377033.517,6958901.59,304.608,2.5,PCC_0042,140.11,0.7927,0.4245,R5_muy_alta,,,11085,1.132,0.5,0.849,1.0
377033.517,6958901.59,307.108,2.5,PCC_0042,140.69,0.8035,0.4223,R5_muy_alta,,,9753,1.166,0.5,0.8446,1.0
377033.517,6958901.59,309.608,2.5,PCC_0042,142.58,0.7828,0.4324,R5_muy_alta,,,4321,1.014,0.5,0.8648,1.0
377033.517,6958901.59,312.108,2.5,PCC_0042,139.13,1.3672,0.2046,R5_muy_alta,,,52,4.431,0.5,0.4092,1.0
377033.517,6958904.09,272.108,2.5,PCC_0042,141.33,3.6652,0.3118,R5_muy_alta,,,169,2.823,0.5,0.6236,1.0
377033.517,6958904.09,274.608,2.5,PCC_0042,136.91,1.592,0.4322,R5_muy_alta,,,8596,1.017,0.5,0.8644,1.0
